23:01:35.458 ; Main  ; Info ; Creating Kernel Object
09:18:37.100 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
09:18:38.064 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
09:18:38.084 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
09:18:45.434 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
09:18:48.501 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
09:18:49.555 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
09:18:50.034 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
09:18:50.262 ; Main  ; Info ; GCPtr exit manual collect
09:18:50.262 ; GCPtr ; Warn ; Deleting [02443648]
09:18:50.262 ; GCPtr ; Warn ; Deleting [024616B8]
09:18:50.262 ; GCPtr ; Warn ; Deleting [024737D8]
09:18:50.262 ; GCPtr ; Warn ; Deleting [02474520]
09:18:50.262 ; GCPtr ; Warn ; Deleting [02478910]
09:18:50.263 ; GCPtr ; Warn ; Deleting [02475E00]
09:18:50.263 ; GCPtr ; Warn ; Deleting [02497C90]
09:18:50.263 ; GCPtr ; Warn ; Deleting [02497570]
09:18:50.263 ; GCPtr ; Warn ; Deleting [024A4008]
09:18:50.263 ; GCPtr ; Warn ; Deleting [02486868]
09:18:50.263 ; Main  ; Info ; Calling SDL_Quit()
09:22:06.784 ; Main  ; Info ; Creating Kernel Object
09:22:06.785 ; Main  ; Info ; New RenderEngine Task
09:22:06.790 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
09:22:06.791 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
09:22:06.791 ; SmpegPlayer ; Info ; constructor successfull
09:22:07.356 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
09:22:07.516 ; Main  ; Info ; New Input Task
09:22:07.516 ; Main  ; Info ; New Timer Task
09:22:07.518 ; Main  ; Info ; New GameMenu Task
09:22:07.524 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
09:22:08.335 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
09:22:08.352 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
09:22:08.903 ; Main  ; Info ; GCPtr exit manual collect
09:22:08.903 ; GCPtr ; Warn ; Deleting [02093648]
09:22:08.903 ; GCPtr ; Warn ; Deleting [020B16B8]
09:22:08.903 ; Main  ; Info ; Calling SDL_Quit()
09:22:10.798 ; Main  ; Info ; Creating Kernel Object
09:22:10.798 ; Main  ; Info ; New RenderEngine Task
09:22:10.804 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
09:22:10.804 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
09:22:10.804 ; SmpegPlayer ; Info ; constructor successfull
09:22:11.382 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
09:22:11.541 ; Main  ; Info ; New Input Task
09:22:11.542 ; Main  ; Info ; New Timer Task
09:22:11.543 ; Main  ; Info ; New GameMenu Task
09:22:11.549 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
09:22:12.389 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
09:22:12.407 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
09:22:12.596 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
09:22:12.882 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
09:22:13.644 ; Main  ; Info ; GCPtr exit manual collect
09:22:13.644 ; GCPtr ; Warn ; Deleting [00553648]
09:22:13.644 ; GCPtr ; Warn ; Deleting [005716B8]
09:22:13.644 ; GCPtr ; Warn ; Deleting [00584410]
09:22:13.644 ; GCPtr ; Warn ; Deleting [00583CF0]
09:22:13.645 ; GCPtr ; Warn ; Deleting [005856B0]
09:22:13.645 ; GCPtr ; Warn ; Deleting [00584EE8]
09:22:13.645 ; Main  ; Info ; Calling SDL_Quit()
09:22:19.152 ; Main  ; Info ; Creating Kernel Object
09:22:19.152 ; Main  ; Info ; New RenderEngine Task
09:22:19.158 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
09:22:19.158 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
09:22:19.159 ; SmpegPlayer ; Info ; constructor successfull
09:22:19.775 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
09:22:19.937 ; Main  ; Info ; New Input Task
09:22:19.938 ; Main  ; Info ; New Timer Task
09:22:19.939 ; Main  ; Info ; New GameMenu Task
09:22:19.945 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
09:22:20.879 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
09:22:20.896 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
09:22:22.011 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
09:22:22.511 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
09:22:22.706 ; Main  ; Info ; GCPtr exit manual collect
09:22:22.706 ; GCPtr ; Warn ; Deleting [01F33648]
09:22:22.706 ; GCPtr ; Warn ; Deleting [01F516B8]
09:22:22.706 ; GCPtr ; Warn ; Deleting [01F63C38]
09:22:22.706 ; GCPtr ; Warn ; Deleting [01F68AC8]
09:22:22.706 ; GCPtr ; Warn ; Deleting [01F649E8]
09:22:22.707 ; GCPtr ; Warn ; Deleting [01F64680]
09:22:22.707 ; Main  ; Info ; Calling SDL_Quit()
09:22:30.950 ; Main  ; Info ; Creating Kernel Object
09:22:30.950 ; Main  ; Info ; New RenderEngine Task
09:22:30.956 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
09:22:30.956 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
09:22:30.956 ; SmpegPlayer ; Info ; constructor successfull
09:22:31.570 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
09:22:31.732 ; Main  ; Info ; New Input Task
09:22:31.732 ; Main  ; Info ; New Timer Task
09:22:31.733 ; Main  ; Info ; New GameMenu Task
09:22:31.739 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
09:22:32.643 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
09:22:32.661 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
09:23:06.335 ; Main  ; Info ; Creating Kernel Object
09:23:06.336 ; Main  ; Info ; New RenderEngine Task
09:23:06.341 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
09:23:06.342 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
09:23:06.342 ; SmpegPlayer ; Info ; constructor successfull
09:23:06.935 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
09:23:07.096 ; Main  ; Info ; New Input Task
09:23:07.096 ; Main  ; Info ; New Timer Task
09:23:07.097 ; Main  ; Info ; New GameMenu Task
09:23:07.103 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
09:23:07.949 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
09:23:07.967 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
09:23:42.101 ; Main  ; Info ; Creating Kernel Object
09:23:42.102 ; Main  ; Info ; New RenderEngine Task
09:23:42.107 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
09:23:42.108 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
09:23:42.108 ; SmpegPlayer ; Info ; constructor successfull
09:23:42.706 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
09:23:42.867 ; Main  ; Info ; New Input Task
09:23:42.867 ; Main  ; Info ; New Timer Task
09:23:42.868 ; Main  ; Info ; New GameMenu Task
09:23:42.874 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
09:23:43.713 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
09:23:43.732 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
09:24:09.883 ; Main  ; Info ; Creating Kernel Object
09:24:09.884 ; Main  ; Info ; New RenderEngine Task
09:24:09.889 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
09:24:09.890 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
09:24:09.890 ; SmpegPlayer ; Info ; constructor successfull
09:24:10.474 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
09:24:10.635 ; Main  ; Info ; New Input Task
09:24:10.636 ; Main  ; Info ; New Timer Task
09:24:10.637 ; Main  ; Info ; New GameMenu Task
09:24:10.643 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
09:24:11.469 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
09:24:11.487 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
09:24:41.838 ; Main  ; Info ; Creating Kernel Object
09:24:41.839 ; Main  ; Info ; New RenderEngine Task
09:24:41.844 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
09:24:41.845 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
09:24:41.845 ; SmpegPlayer ; Info ; constructor successfull
09:24:42.408 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
09:24:42.567 ; Main  ; Info ; New Input Task
09:24:42.568 ; Main  ; Info ; New Timer Task
09:24:42.570 ; Main  ; Info ; New GameMenu Task
09:24:42.576 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
09:24:43.375 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
09:24:43.393 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
09:24:45.488 ; Main  ; Info ; GCPtr exit manual collect
09:24:45.488 ; GCPtr ; Warn ; Deleting [009E3648]
09:24:45.488 ; GCPtr ; Warn ; Deleting [00A016B8]
09:24:45.488 ; Main  ; Info ; Calling SDL_Quit()
10:06:31.527 ; Main  ; Info ; Creating Kernel Object
10:06:31.527 ; Main  ; Info ; New RenderEngine Task
10:06:31.532 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
10:06:31.533 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
10:06:31.533 ; SmpegPlayer ; Info ; constructor successfull
10:06:32.104 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
10:06:32.263 ; Main  ; Info ; New Input Task
10:06:32.264 ; Main  ; Info ; New Timer Task
10:06:32.265 ; Main  ; Info ; New GameMenu Task
10:06:32.271 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
10:06:33.089 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
10:06:33.107 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
10:06:33.816 ; Main  ; Info ; GCPtr exit manual collect
10:06:33.816 ; GCPtr ; Warn ; Deleting [02463648]
10:06:33.816 ; GCPtr ; Warn ; Deleting [024816B8]
10:06:33.816 ; Main  ; Info ; Calling SDL_Quit()
11:32:48.205 ; Main  ; Info ; Creating Kernel Object
11:32:48.205 ; Main  ; Info ; New RenderEngine Task
11:32:48.210 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
11:32:48.211 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
11:32:48.211 ; SmpegPlayer ; Info ; constructor successfull
11:32:48.778 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
11:32:48.939 ; Main  ; Info ; New Input Task
11:32:48.940 ; Main  ; Info ; New Timer Task
11:32:48.941 ; Main  ; Info ; New GameMenu Task
11:32:48.947 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
11:32:49.781 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
11:32:49.799 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
11:33:16.743 ; Main  ; Info ; GCPtr exit manual collect
11:33:16.743 ; GCPtr ; Warn ; Deleting [003D3648]
11:33:16.743 ; GCPtr ; Warn ; Deleting [003F16B8]
11:33:16.743 ; Main  ; Info ; Calling SDL_Quit()
11:34:25.333 ; Main  ; Info ; Creating Kernel Object
11:34:25.334 ; Main  ; Info ; New RenderEngine Task
11:34:25.340 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
11:34:25.340 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
11:34:25.340 ; SmpegPlayer ; Info ; constructor successfull
11:34:25.909 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
11:34:26.070 ; Main  ; Info ; New Input Task
11:34:26.071 ; Main  ; Info ; New Timer Task
11:34:26.072 ; Main  ; Info ; New GameMenu Task
11:34:26.079 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
11:34:26.928 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
11:34:26.946 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
11:34:28.323 ; Main  ; Info ; GCPtr exit manual collect
11:34:28.323 ; GCPtr ; Warn ; Deleting [00763648]
11:34:28.323 ; GCPtr ; Warn ; Deleting [007816B8]
11:34:28.323 ; Main  ; Info ; Calling SDL_Quit()
11:34:46.346 ; Main  ; Info ; Creating Kernel Object
11:34:46.346 ; Main  ; Info ; New RenderEngine Task
11:34:46.352 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
11:34:46.353 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
11:34:46.353 ; SmpegPlayer ; Info ; constructor successfull
11:34:46.919 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
11:34:47.080 ; Main  ; Info ; New Input Task
11:34:47.081 ; Main  ; Info ; New Timer Task
11:34:47.082 ; Main  ; Info ; New GameMenu Task
11:34:47.088 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
11:34:47.946 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
11:34:47.964 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
11:34:49.349 ; Main  ; Info ; GCPtr exit manual collect
11:34:49.349 ; GCPtr ; Warn ; Deleting [00F43648]
11:34:49.349 ; GCPtr ; Warn ; Deleting [00F616B8]
11:34:49.349 ; Main  ; Info ; Calling SDL_Quit()
11:37:05.854 ; Main  ; Info ; Creating Kernel Object
11:37:05.854 ; Main  ; Info ; New RenderEngine Task
11:37:05.860 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
11:37:05.860 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
11:37:05.860 ; SmpegPlayer ; Info ; constructor successfull
11:37:06.430 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
11:37:06.592 ; Main  ; Info ; New Input Task
11:37:06.592 ; Main  ; Info ; New Timer Task
11:37:06.593 ; Main  ; Info ; New GameMenu Task
11:37:06.599 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
11:37:07.439 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
11:37:07.457 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
11:37:08.127 ; Main  ; Info ; GCPtr exit manual collect
11:37:08.127 ; GCPtr ; Warn ; Deleting [00623648]
11:37:08.127 ; GCPtr ; Warn ; Deleting [006416B8]
11:37:08.127 ; Main  ; Info ; Calling SDL_Quit()
11:39:29.135 ; Main  ; Info ; Creating Kernel Object
11:39:29.136 ; Main  ; Info ; New RenderEngine Task
11:39:29.141 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
11:39:29.142 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
11:39:29.142 ; SmpegPlayer ; Info ; constructor successfull
11:39:29.703 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
11:39:29.864 ; Main  ; Info ; New Input Task
11:39:29.864 ; Main  ; Info ; New Timer Task
11:39:29.866 ; Main  ; Info ; New GameMenu Task
11:39:29.872 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
11:39:30.688 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
11:39:30.706 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
11:39:31.267 ; Main  ; Info ; GCPtr exit manual collect
11:39:31.267 ; GCPtr ; Warn ; Deleting [023B3648]
11:39:31.267 ; GCPtr ; Warn ; Deleting [023D16B8]
11:39:31.267 ; Main  ; Info ; Calling SDL_Quit()
13:13:42.727 ; Main  ; Info ; Creating Kernel Object
13:13:42.727 ; Main  ; Info ; New RenderEngine Task
13:13:42.733 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
13:13:42.734 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
13:13:42.734 ; SmpegPlayer ; Info ; constructor successfull
13:13:43.302 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
13:13:43.464 ; Main  ; Info ; New Input Task
13:13:43.464 ; Main  ; Info ; New Timer Task
13:13:43.466 ; Main  ; Info ; New GameMenu Task
13:13:43.473 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
13:13:44.326 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
13:13:44.344 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
13:13:44.983 ; Main  ; Info ; GCPtr exit manual collect
13:13:44.983 ; GCPtr ; Warn ; Deleting [006D3648]
13:13:44.983 ; GCPtr ; Warn ; Deleting [006F16B8]
13:13:44.983 ; Main  ; Info ; Calling SDL_Quit()
13:14:00.845 ; Main  ; Info ; Creating Kernel Object
13:14:00.845 ; Main  ; Info ; New RenderEngine Task
13:14:00.851 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
13:14:00.852 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
13:14:00.852 ; SmpegPlayer ; Info ; constructor successfull
13:14:01.429 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
13:14:01.594 ; Main  ; Info ; New Input Task
13:14:01.594 ; Main  ; Info ; New Timer Task
13:14:01.596 ; Main  ; Info ; New GameMenu Task
13:14:01.602 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
13:14:02.467 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
13:14:02.486 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
13:14:03.797 ; Main  ; Info ; GCPtr exit manual collect
13:14:03.797 ; GCPtr ; Warn ; Deleting [00993648]
13:14:03.797 ; GCPtr ; Warn ; Deleting [009B16B8]
13:14:03.797 ; Main  ; Info ; Calling SDL_Quit()
13:14:22.834 ; Main  ; Info ; Creating Kernel Object
13:14:22.835 ; Main  ; Info ; New RenderEngine Task
13:14:22.841 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
13:14:22.841 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
13:14:22.841 ; SmpegPlayer ; Info ; constructor successfull
13:14:23.411 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
13:14:23.573 ; Main  ; Info ; New Input Task
13:14:23.573 ; Main  ; Info ; New Timer Task
13:14:23.575 ; Main  ; Info ; New GameMenu Task
13:14:23.581 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.sfx Successful.
13:14:24.433 ; SmpegPlayer ; Info ; Successfully found: EngineIntro720p
13:14:24.451 ; SmpegPlayer ; Info ; Successfully found videoInfo for : EngineIntro720p
13:14:25.692 ; Main  ; Info ; GCPtr exit manual collect
13:14:25.692 ; GCPtr ; Warn ; Deleting [01F73648]
13:14:25.692 ; GCPtr ; Warn ; Deleting [01F916B8]
13:14:25.692 ; Main  ; Info ; Calling SDL_Quit()
13:50:13.901 ; Main  ; Info ; Creating Kernel Object
13:50:13.901 ; Main  ; Info ; New RenderEngine Task
13:50:13.907 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.video Successful.
13:50:13.907 ; SmpegPlayer ; Info ; Adding: ..//MPG//EngineIntro720p.mpg to videoMap.
13:50:13.907 ; SmpegPlayer ; Info ; constructor successfull
13:50:14.477 ; XmlParser ; Warn ; Loading XML file: ..//XML//Resources.xml, resources.images Successful.
